Dye/Sample Peak	Sample File Name	Size	Height	Area	Data Point	
"Y,3"	3_16_579_BsuRI_2005-09-16.fsa	603.22	1410	24712	9235	
"Y,2"	3_16_579_HpyCH4IV_2005-11-28.fsa	662.4	184	2862	9771	
"Y,3"	3_16_579_HpyCH4IV_2005-11-28.fsa	711.99	1315	29155	10207	
"B,2"	3_16_580_BsuRI_2005-11-28.fsa	96.39	1809	19377	3368	
"B,3"	3_16_580_BsuRI_2005-11-28.fsa	104.75	7823	86253	3483	
"B,4"	3_16_580_BsuRI_2005-11-28.fsa	715.99	111	1109	10494	
"B,5"	3_16_580_BsuRI_2005-11-28.fsa	716.32	116	537	10497	
"B,6"	3_16_580_BsuRI_2005-11-28.fsa	716.99	106	929	10503	
"B,19"	3_16_580_HpyCH4IV_2005-11-28.fsa	662.85	125	957	9752	
"B,20"	3_16_580_HpyCH4IV_2005-11-28.fsa	663.4	147	1631	9757	
"B,21"	3_16_580_HpyCH4IV_2005-11-28.fsa	713.82	8002	92537	10204	
"B,22"	3_16_580_HpyCH4IV_2005-11-28.fsa	715.31	8358	211796	10217	
"B,23"	3_16_580_HpyCH4IV_2005-11-28.fsa	717.26	7803	102087	10234	
"Y,1"	3_16_580_BsuRI_2005-11-28.fsa	600.69	2334	40340	9404	
"Y,2"	3_16_580_BsuRI_2005-11-28.fsa	602.67	2425	44125	9424	
"Y,2"	3_16_580_HpyCH4IV_2005-11-28.fsa	662.07	57	783	9745	
"Y,3"	3_16_580_HpyCH4IV_2005-11-28.fsa	711.09	6135	226804	10180	
"Y,4"	3_16_580_HpyCH4IV_2005-11-28.fsa	715.31	2093	37745	10217	
"B,2"	3_16_582_BsuRI_2005-09-16.fsa	111.04	1929	15208	3449	
"B,3"	3_16_582_BsuRI_2005-09-16.fsa	147.73	640	4605	3936	
"B,2"	3_16_582_HpyCH4IV_2005-11-28.fsa	79.31	2624	22852	3070	
"B,3"	3_16_582_HpyCH4IV_2005-11-28.fsa	668.21	7226	140861	9797	
"Y,2"	3_16_582_BsuRI_2005-09-16.fsa	155.57	934	7499	4038	
"Y,3"	3_16_582_BsuRI_2005-09-16.fsa	156.89	373	2862	4055	
"Y,2"	3_16_582_HpyCH4IV_2005-11-28.fsa	53.87	1498	13213	2698	
"Y,3"	3_16_582_HpyCH4IV_2005-11-28.fsa	511.72	985	15119	8258	
"B,2"	3_16_583_BsuRI_2005-11-28.fsa	96.45	133	713	3345	
"B,3"	3_16_583_BsuRI_2005-11-28.fsa	104.79	769	6042	3459	
"B,4"	3_16_583_BsuRI_2005-11-28.fsa	133.31	891	7290	3842	
"B,5"	3_16_583_BsuRI_2005-11-28.fsa	551.56	3994	67900	8768	
"B,11"	3_16_583_HpyCH4IV_2005-11-28.fsa	79.37	198	1237	3106	
"B,12"	3_16_583_HpyCH4IV_2005-11-28.fsa	269.29	523	5307	5605	
"B,13"	3_16_583_HpyCH4IV_2005-11-28.fsa	281.57	55	285	5759	
"B,14"	3_16_583_HpyCH4IV_2005-11-28.fsa	591.56	1349	34256	9295	
"B,15"	3_16_583_HpyCH4IV_2005-11-28.fsa	599.22	60	252	9374	
"B,16"	3_16_583_HpyCH4IV_2005-11-28.fsa	599.71	70	740	9379	
"B,17"	3_16_583_HpyCH4IV_2005-11-28.fsa	662.73	7670	141873	10004	
"B,18"	3_16_583_HpyCH4IV_2005-11-28.fsa	663.67	7642	118969	10013	
"B,19"	3_16_583_HpyCH4IV_2005-11-28.fsa	715.98	803	26653	10507	
"Y,1"	3_16_583_BsuRI_2005-11-28.fsa	78.6	410	3407	3093	
"Y,2"	3_16_583_BsuRI_2005-11-28.fsa	105.67	2429	22379	3471	
"Y,3"	3_16_583_BsuRI_2005-11-28.fsa	600.61	62	402	9259	
"Y,4"	3_16_583_BsuRI_2005-11-28.fsa	601.12	65	464	9264	
"Y,5"	3_16_583_BsuRI_2005-11-28.fsa	602.35	71	398	9276	
"Y,6"	3_16_583_BsuRI_2005-11-28.fsa	602.87	71	547	9281	
"Y,2"	3_16_583_HpyCH4IV_2005-11-28.fsa	63.9	256	1852	2879	
"Y,3"	3_16_583_HpyCH4IV_2005-11-28.fsa	393.04	92	797	7107	
"Y,4"	3_16_583_HpyCH4IV_2005-11-28.fsa	588.66	707	7927	9265	
"Y,5"	3_16_583_HpyCH4IV_2005-11-28.fsa	588.95	717	8780	9268	
"Y,6"	3_16_583_HpyCH4IV_2005-11-28.fsa	661.9	4919	122575	9996	
"Y,7"	3_16_583_HpyCH4IV_2005-11-28.fsa	710.41	354	5243	10455	
"Y,8"	3_16_583_HpyCH4IV_2005-11-28.fsa	710.83	374	2521	10459	
"Y,9"	3_16_583_HpyCH4IV_2005-11-28.fsa	711.37	370	5945	10464	
"B,2"	3_16_585_BsuRI_2005-09-16.fsa	104.9	1805	15665	3362	
"B,3"	3_16_585_BsuRI_2005-09-16.fsa	140.08	51	245	3832	
"B,4"	3_16_585_BsuRI_2005-09-16.fsa	147.74	2005	18226	3934	
"B,5"	3_16_585_BsuRI_2005-09-16.fsa	153.76	121	751	4013	
"B,6"	3_16_585_BsuRI_2005-09-16.fsa	551.59	6819	110973	8787	
"B,2"	3_16_585_HpyCH4IV_2005-11-28.fsa	79.08	1243	10802	3108	
"B,3"	3_16_585_HpyCH4IV_2005-11-28.fsa	663.57	5210	115641	10245	
"B,4"	3_16_585_HpyCH4IV_2005-11-28.fsa	716.15	514	7125	10760	
"B,5"	3_16_585_HpyCH4IV_2005-11-28.fsa	716.77	513	4000	10766	
"B,6"	3_16_585_HpyCH4IV_2005-11-28.fsa	717.29	502	6079	10771	
"Y,2"	3_16_585_BsuRI_2005-09-16.fsa	106.02	2974	26074	3377	
"Y,3"	3_16_585_BsuRI_2005-09-16.fsa	156.92	899	7990	4054	
"G,1"	3_16_585_BsuRI_2005-09-16.fsa	552.24	97	542	8794	
"G,2"	3_16_585_BsuRI_2005-09-16.fsa	552.43	99	964	8796	
"Y,4"	3_16_585_BsuRI_2005-09-16.fsa	601.36	241	3779	9309	
"Y,5"	3_16_585_BsuRI_2005-09-16.fsa	603.6	262	4497	9332	
"Y,6"	3_16_585_BsuRI_2005-09-16.fsa	663.23	81	1017	9924	
"Y,1"	3_16_585_HpyCH4IV_2005-11-28.fsa	511.11	583	9636	8599	
"Y,2"	3_16_585_HpyCH4IV_2005-11-28.fsa	662.77	2008	41413	10237	
"Y,3"	3_16_585_HpyCH4IV_2005-11-28.fsa	710.91	205	3909	10709	
"Y,4"	3_16_585_HpyCH4IV_2005-11-28.fsa	712.35	203	1145	10723	
"Y,5"	3_16_585_HpyCH4IV_2005-11-28.fsa	712.65	208	3083	10726	
"B,2"	3_16_586_BsuRI_2005-11-28.fsa	96.25	132	904	3364	
"B,3"	3_16_586_BsuRI_2005-11-28.fsa	104.82	3447	30802	3482	
"B,4"	3_16_586_BsuRI_2005-11-28.fsa	132.57	1440	13270	3858	
"B,5"	3_16_586_BsuRI_2005-11-28.fsa	147.56	416	3326	4061	
"B,6"	3_16_586_BsuRI_2005-11-28.fsa	551.71	2585	43364	8890	
"B,19"	3_16_586_HpyCH4IV_2005-11-28.fsa	79.35	439	3307	3057	
"B,20"	3_16_586_HpyCH4IV_2005-11-28.fsa	298.76	68	405	5862	
"B,21"	3_16_586_HpyCH4IV_2005-11-28.fsa	549.21	2363	55537	8643	
"B,22"	3_16_586_HpyCH4IV_2005-11-28.fsa	600.1	574	11866	9151	
"B,23"	3_16_586_HpyCH4IV_2005-11-28.fsa	662.88	5965	150634	9744	
"B,24"	3_16_586_HpyCH4IV_2005-11-28.fsa	715.54	4546	158666	10210	
"Y,2"	3_16_586_BsuRI_2005-11-28.fsa	105.92	1349	12821	3497	
"Y,3"	3_16_586_BsuRI_2005-11-28.fsa	150.67	612	5813	4103	
"Y,4"	3_16_586_BsuRI_2005-11-28.fsa	153.59	88	579	4142	
"Y,5"	3_16_586_BsuRI_2005-11-28.fsa	156.59	252	2150	4182	
"Y,6"	3_16_586_BsuRI_2005-11-28.fsa	600.5	737	13481	9394	
"Y,7"	3_16_586_BsuRI_2005-11-28.fsa	602.49	676	11904	9414	
"Y,8"	3_16_586_BsuRI_2005-11-28.fsa	662.17	65	420	9991	
"Y,9"	3_16_586_BsuRI_2005-11-28.fsa	662.6	50	311	9995	
"Y,2"	3_16_586_HpyCH4IV_2005-11-28.fsa	511.65	85	1203	8256	
"Y,3"	3_16_586_HpyCH4IV_2005-11-28.fsa	554.23	1192	27161	8694	
"Y,4"	3_16_586_HpyCH4IV_2005-11-28.fsa	600.61	241	2636	9156	
"Y,5"	3_16_586_HpyCH4IV_2005-11-28.fsa	601.02	232	2610	9160	
"Y,6"	3_16_586_HpyCH4IV_2005-11-28.fsa	661.88	2989	67715	9735	
"Y,7"	3_16_586_HpyCH4IV_2005-11-28.fsa	710.18	1918	28516	10163	
"Y,8"	3_16_586_HpyCH4IV_2005-11-28.fsa	710.63	1902	45246	10167	
"B,2"	3_12_589_BsuRI_2005-09-16.fsa	111.07	5978	53746	3481	
"B,3"	3_12_589_BsuRI_2005-09-16.fsa	147.69	167	1076	3974	
"B,8"	3_12_589_HpyCH4IV_2006-01-25.fsa	79.39	339	2687	3159	
"B,9"	3_12_589_HpyCH4IV_2006-01-25.fsa	668.33	5702	136229	10342	
"G,1"	3_12_589_BsuRI_2005-09-16.fsa	111.36	144	964	3485	
"Y,2"	3_12_589_BsuRI_2005-09-16.fsa	155.42	2531	24874	4076	
"Y,3"	3_12_589_BsuRI_2005-09-16.fsa	156.8	176	1303	4094	
"Y,2"	3_12_589_HpyCH4IV_2006-01-25.fsa	54.08	1959	19520	2772	
"Y,3"	3_12_589_HpyCH4IV_2006-01-25.fsa	511.34	70	474	8680	
"Y,4"	3_12_589_HpyCH4IV_2006-01-25.fsa	511.69	78	817	8684	
"B,2"	3_12_590_BsuRI_2006-01-25.fsa	102.02	71	442	3447	
"B,3"	3_12_590_BsuRI_2006-01-25.fsa	110.94	7940	83820	3570	
"B,4"	3_12_590_BsuRI_2006-01-25.fsa	131.47	336	2736	3851	
"B,5"	3_12_590_BsuRI_2006-01-25.fsa	569.93	187	2253	9137	
"B,8"	3_12_590_HpyCH4IV_2006-01-25.fsa	91.68	111	691	3287	
"B,9"	3_12_590_HpyCH4IV_2006-01-25.fsa	102.98	171	1129	3444	
"B,10"	3_12_590_HpyCH4IV_2006-01-25.fsa	205.38	361	3040	4802	
"B,11"	3_12_590_HpyCH4IV_2006-01-25.fsa	499.19	82	737	8316	
"B,12"	3_12_590_HpyCH4IV_2006-01-25.fsa	589.84	453	9035	9266	
"B,13"	3_12_590_HpyCH4IV_2006-01-25.fsa	591.62	127	603	9284	
"B,14"	3_12_590_HpyCH4IV_2006-01-25.fsa	591.92	122	1028	9287	
"B,15"	3_12_590_HpyCH4IV_2006-01-25.fsa	607.32	91	1750	9441	
"B,16"	3_12_590_HpyCH4IV_2006-01-25.fsa	668.14	9475	261523	10021	
"B,17"	3_12_590_HpyCH4IV_2006-01-25.fsa	730.62	63	681	10579	
"Y,2"	3_12_590_BsuRI_2006-01-25.fsa	110.86	54	99	3569	
"G,1"	3_12_590_BsuRI_2006-01-25.fsa	111.08	1738	6418	3572	
"G,2"	3_12_590_BsuRI_2006-01-25.fsa	111.45	211	1414	3577	
"Y,3"	3_12_590_BsuRI_2006-01-25.fsa	151.8	167	1624	4128	
"G,3"	3_12_590_BsuRI_2006-01-25.fsa	155.34	50	295	4175	
"Y,4"	3_12_590_BsuRI_2006-01-25.fsa	155.57	4690	44774	4178	
"Y,5"	3_12_590_BsuRI_2006-01-25.fsa	173.75	70	791	4418	
"Y,6"	3_12_590_BsuRI_2006-01-25.fsa	612.03	159	2743	9565	
"Y,2"	3_12_590_HpyCH4IV_2006-01-25.fsa	50.26	104	1047	2673	
"Y,3"	3_12_590_HpyCH4IV_2006-01-25.fsa	53.91	7705	44191	2730	
"G,2"	3_12_590_HpyCH4IV_2006-01-25.fsa	54.04	1540	6189	2732	
"Y,4"	3_12_590_HpyCH4IV_2006-01-25.fsa	54.24	7922	52455	2735	
"Y,5"	3_12_590_HpyCH4IV_2006-01-25.fsa	55.92	60	729	2761	
"Y,6"	3_12_590_HpyCH4IV_2006-01-25.fsa	96.32	114	999	3352	
"Y,7"	3_12_590_HpyCH4IV_2006-01-25.fsa	108.39	162	1585	3518	
"Y,8"	3_12_590_HpyCH4IV_2006-01-25.fsa	342.17	111	1287	6521	
"Y,9"	3_12_590_HpyCH4IV_2006-01-25.fsa	379.52	54	343	6967	
"Y,10"	3_12_590_HpyCH4IV_2006-01-25.fsa	379.78	54	684	6970	
"Y,11"	3_12_590_HpyCH4IV_2006-01-25.fsa	588.75	298	7266	9255	
"Y,12"	3_12_590_HpyCH4IV_2006-01-25.fsa	666.94	54	167	10010	
"G,3"	3_12_590_HpyCH4IV_2006-01-25.fsa	667.26	2055	6338	10013	
"Y,13"	3_12_590_HpyCH4IV_2006-01-25.fsa	668.14	4328	52042	10021	
"G,4"	3_12_590_HpyCH4IV_2006-01-25.fsa	669.13	2203	14156	10030	
"Y,14"	3_12_590_HpyCH4IV_2006-01-25.fsa	726.73	63	864	10545	
"B,16"	1_3_661_HpyCH4IV_2005-11-28.fsa	440.68	3274	53501	7693	
"B,17"	1_3_661_HpyCH4IV_2005-11-28.fsa	446.88	182	1133	7763	
"B,18"	1_3_661_HpyCH4IV_2005-11-28.fsa	447.32	190	2637	7768	
"B,19"	1_3_661_HpyCH4IV_2005-11-28.fsa	499.02	134	1943	8332	
"B,20"	1_3_661_HpyCH4IV_2005-11-28.fsa	504.83	7868	49802	8396	
"B,21"	1_3_661_HpyCH4IV_2005-11-28.fsa	505.29	7917	126542	8401	
"B,22"	1_3_661_HpyCH4IV_2005-11-28.fsa	610.55	72	637	9503	
"Y,2"	1_3_661_HpyCH4IV_2005-11-28.fsa	97.31	6451	61767	3386	
"Y,3"	1_3_661_HpyCH4IV_2005-11-28.fsa	142.47	2412	24638	3997	
"Y,4"	1_3_661_HpyCH4IV_2005-11-28.fsa	505.29	1413	7167	8401	
"Y,5"	1_3_661_HpyCH4IV_2005-11-28.fsa	593.28	71	1301	9328	
"Y,6"	1_3_661_HpyCH4IV_2005-11-28.fsa	610.95	62	452	9507	
"Y,7"	1_3_661_HpyCH4IV_2005-11-28.fsa	611.15	63	326	9509	
"Y,8"	1_3_661_HpyCH4IV_2005-11-28.fsa	611.84	54	373	9516	
"B,3"	1_3_662_BsuRI_2006-01-25.fsa	131.75	675	6557	3920	
"B,4"	1_3_662_BsuRI_2006-01-25.fsa	144.47	5969	59419	4098	
"B,5"	1_3_662_BsuRI_2006-01-25.fsa	394.82	99	919	7376	
"Y,1"	1_3_662_BsuRI_2006-01-25.fsa	81.79	1921	17946	3210	
"G,1"	1_3_662_BsuRI_2006-01-25.fsa	144.9	98	557	4104	
"Y,2"	1_3_662_BsuRI_2006-01-25.fsa	152.43	294	2925	4208	
"Y,3"	1_3_662_BsuRI_2006-01-25.fsa	166.74	65	548	4402	
"B,2"	1_3_664_BsuRI_2005-09-16.fsa	106.24	7752	73939	3433	
"B,3"	1_3_664_BsuRI_2005-09-16.fsa	132.67	134	781	3790	
"B,4"	1_3_664_BsuRI_2005-09-16.fsa	138.68	3713	33093	3871	
"B,5"	1_3_664_BsuRI_2005-09-16.fsa	733.64	240	4147	10582	
"B,7"	1_3_664_HpyCH4IV_2005-11-28.fsa	549.02	133	2068	8745	
"B,8"	1_3_664_HpyCH4IV_2005-11-28.fsa	585.64	3022	65694	9115	
"B,9"	1_3_664_HpyCH4IV_2005-11-28.fsa	614.68	7596	191868	9400	
"B,10"	1_3_664_HpyCH4IV_2005-11-28.fsa	733.55	109	1552	10474	
"G,2"	1_3_664_BsuRI_2005-09-16.fsa	106.38	899	2282	3435	
"G,3"	1_3_664_BsuRI_2005-09-16.fsa	106.68	239	1657	3439	
"G,4"	1_3_664_BsuRI_2005-09-16.fsa	139.05	104	664	3876	
"Y,2"	1_3_664_BsuRI_2005-09-16.fsa	147.68	1845	15685	3992	
"Y,3"	1_3_664_BsuRI_2005-09-16.fsa	150.69	134	1003	4032	
"Y,4"	1_3_664_BsuRI_2005-09-16.fsa	151.68	115	829	4045	
"Y,5"	1_3_664_BsuRI_2005-09-16.fsa	619	3074	65106	9516	
"Y,3"	1_3_664_HpyCH4IV_2005-11-28.fsa	52.5	5730	52491	2739	
"Y,4"	1_3_664_HpyCH4IV_2005-11-28.fsa	109.6	1538	13875	3534	
"Y,5"	1_3_664_HpyCH4IV_2005-11-28.fsa	553.22	109	1516	8788	
"Y,6"	1_3_664_HpyCH4IV_2005-11-28.fsa	584.53	2084	38485	9104	
"Y,7"	1_3_664_HpyCH4IV_2005-11-28.fsa	727.75	114	1852	10424	
"B,4"	1_3_665_BsuRI_2006-01-25.fsa	87.72	156	914	3237	
"B,5"	1_3_665_BsuRI_2006-01-25.fsa	106.16	7917	92028	3495	
"B,6"	1_3_665_BsuRI_2006-01-25.fsa	132.66	657	5328	3857	
"B,7"	1_3_665_BsuRI_2006-01-25.fsa	733.41	316	6006	10661	
"B,9"	1_3_665_HpyCH4IV_2006-01-25.fsa	221.6	191	1495	5114	
"B,10"	1_3_665_HpyCH4IV_2006-01-25.fsa	280.29	197	1636	5890	
"B,11"	1_3_665_HpyCH4IV_2006-01-25.fsa	285.68	178	1569	5960	
"B,12"	1_3_665_HpyCH4IV_2006-01-25.fsa	548.56	748	16532	9140	
"B,13"	1_3_665_HpyCH4IV_2006-01-25.fsa	598.13	176	3273	9682	
"B,14"	1_3_665_HpyCH4IV_2006-01-25.fsa	614.43	7999	90600	9856	
"B,15"	1_3_665_HpyCH4IV_2006-01-25.fsa	615.37	8442	146070	9866	
"B,16"	1_3_665_HpyCH4IV_2006-01-25.fsa	616.41	7762	90249	9877	
"G,1"	1_3_665_BsuRI_2006-01-25.fsa	106.23	2212	12205	3496	
"Y,2"	1_3_665_BsuRI_2006-01-25.fsa	106.31	670	1724	3497	
"Y,3"	1_3_665_BsuRI_2006-01-25.fsa	150.9	334	3286	4105	
"Y,4"	1_3_665_BsuRI_2006-01-25.fsa	153.92	71	644	4145	
"Y,5"	1_3_665_BsuRI_2006-01-25.fsa	157.55	169	1780	4193	
"Y,6"	1_3_665_BsuRI_2006-01-25.fsa	453.77	50	256	7861	
"Y,7"	1_3_665_BsuRI_2006-01-25.fsa	454.15	53	617	7865	
"G,2"	1_3_665_BsuRI_2006-01-25.fsa	617.58	65	462	9591	
"Y,8"	1_3_665_BsuRI_2006-01-25.fsa	618.39	3861	84836	9599	
"Y,2"	1_3_665_HpyCH4IV_2006-01-25.fsa	50.13	79	705	2719	
"G,1"	1_3_665_HpyCH4IV_2006-01-25.fsa	53.79	135	740	2777	
"Y,3"	1_3_665_HpyCH4IV_2006-01-25.fsa	53.92	7749	48885	2779	
"G,2"	1_3_665_HpyCH4IV_2006-01-25.fsa	54.04	1416	4959	2781	
"Y,4"	1_3_665_HpyCH4IV_2006-01-25.fsa	54.17	7751	49560	2783	
"Y,5"	1_3_665_HpyCH4IV_2006-01-25.fsa	55.83	55	523	2809	
"Y,6"	1_3_665_HpyCH4IV_2006-01-25.fsa	109.81	233	2329	3600	
"Y,7"	1_3_665_HpyCH4IV_2006-01-25.fsa	392.62	198	3776	7312	
"Y,8"	1_3_665_HpyCH4IV_2006-01-25.fsa	469.1	53	377	8227	
"Y,9"	1_3_665_HpyCH4IV_2006-01-25.fsa	469.55	54	539	8232	
"Y,10"	1_3_665_HpyCH4IV_2006-01-25.fsa	552.78	426	10308	9187	
"Y,11"	1_3_665_HpyCH4IV_2006-01-25.fsa	598.69	166	3923	9688	
"Y,12"	1_3_665_HpyCH4IV_2006-01-25.fsa	600.37	75	783	9706	
"G,3"	1_3_665_HpyCH4IV_2006-01-25.fsa	614.62	2073	18310	9858	
"Y,13"	1_3_665_HpyCH4IV_2006-01-25.fsa	615.47	2390	26847	9867	
"G,4"	1_3_665_HpyCH4IV_2006-01-25.fsa	616.13	2190	19042	9874	
"G,5"	1_3_665_HpyCH4IV_2006-01-25.fsa	617.08	78	727	9884	
"B,15"	1_3_667_HpyCH4IV_2005-11-28.fsa	239.14	8548	134596	5252	
"B,16"	1_3_667_HpyCH4IV_2005-11-28.fsa	741.05	1122	23315	10720	
"Y,14"	1_3_667_HpyCH4IV_2005-11-28.fsa	239.14	3243	17417	5252	
"Y,15"	1_3_667_HpyCH4IV_2005-11-28.fsa	490.75	7496	120431	8242	
"Y,16"	1_3_667_HpyCH4IV_2005-11-28.fsa	736.27	602	11950	10678	
"B,2"	1_3_668_BsuRI_2006-01-25.fsa	230.09	3163	29146	5140	
"B,3"	1_3_668_HpyCH4IV_2006-01-25.fsa	203.68	561	4643	4779	
"B,4"	1_3_668_HpyCH4IV_2006-01-25.fsa	718.96	74	344	10478	
"B,5"	1_3_668_HpyCH4IV_2006-01-25.fsa	719.41	89	384	10482	
"B,6"	1_3_668_HpyCH4IV_2006-01-25.fsa	719.86	216	1012	10486	
"B,7"	1_3_668_HpyCH4IV_2006-01-25.fsa	724.62	5991	127543	10528	
"G,1"	1_3_668_BsuRI_2006-01-25.fsa	156.88	54	357	4185	
"G,2"	1_3_668_BsuRI_2006-01-25.fsa	175.84	121	840	4434	
"G,3"	1_3_668_BsuRI_2006-01-25.fsa	191.86	3385	31494	4642	
"Y,1"	1_3_668_BsuRI_2006-01-25.fsa	192.32	61	684	4648	
"G,4"	1_3_668_BsuRI_2006-01-25.fsa	487.35	211	2460	8223	
"G,2"	1_3_668_HpyCH4IV_2006-01-25.fsa	386.04	316	3800	7042	
"G,3"	1_3_668_HpyCH4IV_2006-01-25.fsa	435.46	53	441	7619	
"G,4"	1_3_668_HpyCH4IV_2006-01-25.fsa	600.4	107	1626	9370	
"G,5"	1_3_668_HpyCH4IV_2006-01-25.fsa	670.61	73	596	10044	
"G,6"	1_3_668_HpyCH4IV_2006-01-25.fsa	671.16	69	742	10049	
"Y,1"	1_3_668_HpyCH4IV_2006-01-25.fsa	719.98	182	557	10487	
"G,7"	1_3_668_HpyCH4IV_2006-01-25.fsa	720.09	7590	157751	10488	
"Y,2"	1_3_668_HpyCH4IV_2006-01-25.fsa	721.22	129	2719	10498	
"Y,3"	1_3_668_HpyCH4IV_2006-01-25.fsa	724.4	58	204	10526	
"G,8"	1_3_668_HpyCH4IV_2006-01-25.fsa	725.87	90	1187	10539	
"B,2"	1_3_670_BsuRI_2005-10-03.fsa	126.89	83	396	3657	
"B,3"	1_3_670_BsuRI_2005-10-03.fsa	132.12	562	5791	3726	
"B,4"	1_3_670_BsuRI_2005-10-03.fsa	147.62	137	816	3929	
"B,5"	1_3_670_BsuRI_2005-10-03.fsa	231.28	239	2274	4978	
"B,6"	1_3_670_BsuRI_2005-10-03.fsa	232.4	85	590	4992	
"B,7"	1_3_670_BsuRI_2005-10-03.fsa	258.48	672	5853	5314	
"B,8"	1_3_670_BsuRI_2005-10-03.fsa	280.97	7490	80592	5587	
"B,9"	1_3_670_BsuRI_2005-10-03.fsa	439.19	110	865	7405	
"B,10"	1_3_670_BsuRI_2005-10-03.fsa	666.52	101	661	9647	
"B,11"	1_3_670_BsuRI_2005-10-03.fsa	666.75	105	835	9649	
"B,12"	1_3_670_HpyCH4IV_2005-11-28.fsa	79.23	224	1581	3105	
"B,13"	1_3_670_HpyCH4IV_2005-11-28.fsa	103.9	334	2479	3449	
"B,14"	1_3_670_HpyCH4IV_2005-11-28.fsa	145.12	421	3581	4002	
"B,15"	1_3_670_HpyCH4IV_2005-11-28.fsa	239.1	1347	14874	5209	
"B,16"	1_3_670_HpyCH4IV_2005-11-28.fsa	266.41	874	9726	5552	
"B,17"	1_3_670_HpyCH4IV_2005-11-28.fsa	364.03	57	349	6729	
"B,18"	1_3_670_HpyCH4IV_2005-11-28.fsa	589.42	417	11944	9163	
"B,19"	1_3_670_HpyCH4IV_2005-11-28.fsa	601.62	108	2346	9283	
"B,20"	1_3_670_HpyCH4IV_2005-11-28.fsa	617.28	6040	167948	9436	
"Y,1"	1_3_670_BsuRI_2005-10-03.fsa	76.63	52	243	2982	
"Y,2"	1_3_670_BsuRI_2005-10-03.fsa	125.53	394	3033	3639	
"Y,3"	1_3_670_BsuRI_2005-10-03.fsa	128.1	138	942	3673	
"Y,4"	1_3_670_BsuRI_2005-10-03.fsa	150.39	213	2367	3965	
"Y,5"	1_3_670_BsuRI_2005-10-03.fsa	152.2	69	500	3988	
"Y,6"	1_3_670_BsuRI_2005-10-03.fsa	156.68	93	740	4045	
"Y,7"	1_3_670_BsuRI_2005-10-03.fsa	197.33	75	504	4554	
"Y,8"	1_3_670_BsuRI_2005-10-03.fsa	198.3	219	2219	4566	
"Y,9"	1_3_670_BsuRI_2005-10-03.fsa	216.99	55	318	4800	
"G,1"	1_3_670_BsuRI_2005-10-03.fsa	281.13	99	344	5589	
"G,2"	1_3_670_BsuRI_2005-10-03.fsa	281.3	113	839	5591	
"Y,10"	1_3_670_BsuRI_2005-10-03.fsa	440.85	2122	29393	7423	
"Y,11"	1_3_670_BsuRI_2005-10-03.fsa	442.62	738	9653	7442	
"Y,12"	1_3_670_BsuRI_2005-10-03.fsa	665.84	65	850	9641	
"Y,2"	1_3_670_HpyCH4IV_2005-11-28.fsa	97.38	56	533	3360	
"Y,3"	1_3_670_HpyCH4IV_2005-11-28.fsa	98.1	63	520	3370	
"Y,4"	1_3_670_HpyCH4IV_2005-11-28.fsa	102.28	199	1641	3427	
"Y,5"	1_3_670_HpyCH4IV_2005-11-28.fsa	106.27	4313	47278	3481	
"Y,6"	1_3_670_HpyCH4IV_2005-11-28.fsa	106.93	1940	16637	3490	
"Y,7"	1_3_670_HpyCH4IV_2005-11-28.fsa	390.09	267	6163	7032	
"Y,8"	1_3_670_HpyCH4IV_2005-11-28.fsa	490.87	319	2519	8144	
"Y,9"	1_3_670_HpyCH4IV_2005-11-28.fsa	491.24	324	2909	8148	
"Y,10"	1_3_670_HpyCH4IV_2005-11-28.fsa	589.83	270	7423	9167	
"Y,11"	1_3_670_HpyCH4IV_2005-11-28.fsa	599.9	98	747	9266	
"Y,12"	1_3_670_HpyCH4IV_2005-11-28.fsa	600.4	112	1283	9271	
"B,3"	1_3_671_BsuRI_2006-01-25.fsa	41.3	250	1918	2540	
"B,4"	1_3_671_BsuRI_2006-01-25.fsa	90.3	283	2006	3277	
"B,5"	1_3_671_BsuRI_2006-01-25.fsa	132.27	274	2708	3857	
"B,6"	1_3_671_BsuRI_2006-01-25.fsa	134.46	360	2731	3887	
"B,7"	1_3_671_BsuRI_2006-01-25.fsa	139.43	186	1308	3955	
"B,8"	1_3_671_BsuRI_2006-01-25.fsa	258.44	446	3920	5521	
"B,9"	1_3_671_BsuRI_2006-01-25.fsa	281.03	1900	19466	5810	
"B,5"	1_3_671_HpyCH4IV_2006-01-25.fsa	41.17	422	3837	2577	
"B,6"	1_3_671_HpyCH4IV_2006-01-25.fsa	42.08	77	642	2591	
"B,7"	1_3_671_HpyCH4IV_2006-01-25.fsa	103.99	194	1272	3516	
"B,8"	1_3_671_HpyCH4IV_2006-01-25.fsa	131.21	179	1347	3895	
"B,9"	1_3_671_HpyCH4IV_2006-01-25.fsa	132.28	249	2478	3910	
"B,10"	1_3_671_HpyCH4IV_2006-01-25.fsa	239.41	885	9091	5364	
"B,11"	1_3_671_HpyCH4IV_2006-01-25.fsa	589.77	256	3313	9730	
"B,12"	1_3_671_HpyCH4IV_2006-01-25.fsa	590.21	270	4216	9735	
"B,13"	1_3_671_HpyCH4IV_2006-01-25.fsa	592.52	57	530	9761	
"B,14"	1_3_671_HpyCH4IV_2006-01-25.fsa	605.7	218	3891	9909	
